-1,-2
-1,-2
-1,-2
0,-1
0,-1
1,0
1,0
1,0
1,1
1,2
1,2
1,3
1,1
1,1
1,0
1,0
1,-1
1,-2
-8,-2
-21,-2
-33,-1
-41,-1
-40,0
-30,1
-28,1
-12,2
-4,2
1,2
-2,1
-3,12
-3,23
3,48
8,50
14,43
18,26
23,15
39,1
45,-1
45,-5
38,-11
32,-14
34,-27
39,-36
41,-46
42,-61
30,-57
31,-50
28,-42
27,-44
21,-43
13,-38
16,-34
14,-30
13,-20
6,-14
-3,-3
-7,1
-17,15
-21,23
-29,36
-34,43
-36,48
-32,47
-40,50
-41,47
-39,44
-33,39
-32,40
-35,43
-34,39
-25,23
-21,12
-25,3
-25,0
-22,-4
-16,-8
-2,-27
-1,-31
-1,-45
0,-52
3,-57
7,-54
11,-45
20,-36
30,-45
33,-37
41,-43
46,-35
48,-32
37,-12
38,-1
41,4
36,8
38,17
22,20
32,32
29,41
28,48
20,49
18,51
16,47
15,44
0,38
-6,31
-11,30
-17,27
-20,25
-25,18
-31,10
-34,0
-33,-14
-35,-23
-42,-35
-43,-42
-40,-47
-25,-39
-27,-40
-32,-47
-34,-46
-37,-52
-28,-51
-22,-33
-16,-21
-17,-19
-13,-15
-7,-11
-4,-5
-3,4
0,13
8,27
14,37
21,42
27,43
31,40
39,35
38,34
39,47
38,46
35,42
44,41
42,35
34,27
23,8
29,-2
29,-8
29,-11
24,-16
14,-36
13,-44
11,-43
11,-50
4,-44
-4,-45
-9,-38
-13,-40
-24,-43
-29,-42
-33,-34
-32,-26
-30,-18
-35,-13
-37,1
-40,8
-39,15
-30,21
-34,27
-29,38
-34,46
-23,48
-24,47
-27,54
-20,38
-18,46
-10,38
0,34
0,29
1,31
3,24
6,16
13,-1
21,-11
26,-17
32,-23
36,-28
44,-43
34,-42
37,-50
40,-57
35,-45
34,-47
30,-41
29,-46
33,-39
30,-28
28,-21
20,-14
14,-8
17,-2
15,2
15,12
0,27
-6,39
-14,43
-18,43
-25,52
-29,50
-41,50
-36,41
-40,51
-44,50
-37,38
-40,30
-34,22
-30,6
-36,-1
-30,-5
-31,-8
-17,-13
-29,-28
-27,-46
-21,-50
-14,-46
-5,-44
-3,-45
-3,-45
-2,-50
1,-50
11,-37
18,-28
25,-22
30,-14
35,-9
40,3
36,8
43,16
41,23
49,33
38,30
35,37
29,40
33,54
29,53
27,48
21,38
14,37
13,27
13,23
10,22
1,16
-3,10
-9,1
-16,-15
-23,-24
-24,-27
-30,-36
-34,-42
-33,-44
-37,-50
-43,-52
-39,-43
-39,-42
-22,-31
-33,-35
-31,-33
-31,-23
-26,-15
-28,-9
-26,-2
-27,7
-18,14
-12,21
0,27
1,34
3,43
6,47
9,49
16,53
24,40
37,46
37,39
41,38
26,24
33,24
26,14
31,12
45,-4
40,-9
38,-18
21,-24
32,-39
25,-44
26,-46
21,-43
18,-50
16,-40
15,-59
10,-46
2,-39
-12,-26
-16,-24
-20,-17
-23,-15
-31,-9
-33,-2
-32,15
-35,22
-37,31
-38,36
-41,50
-30,44
-31,49
-29,43
-29,40
-32,49
-23,48
-26,45
-23,36
-16,21
-13,15
-7,10
-3,5
-1,1
-1,-4
1,-14
4,-21
12,-40
20,-56
25,-61
31,-55
36,-46
43,-43
41,-40
37,-37
34,-38
41,-37
39,-32
42,-27
27,-14
30,3
22,11
30,21
20,22
19,28
14,38
10,41
1,51
-2,49
-6,46
-11,49
-18,40
-23,39
-35,40
-33,29
-39,27
-31,15
-37,11
-36,2
-39,-9
-44,-21
-36,-25
-34,-32
-30,-47
-22,-50
-25,-45
-24,-39
-25,-38
-19,-44
-16,-48
-7,-44
-2,-39
0,-23
2,-14
4,-8
9,-5
15,0
25,12
32,20
44,33
45,37
40,37
36,36
38,46
41,45
32,42
30,38
27,44
33,43
33,38
25,21
22,11
16,5
17,1
14,-3
14,-13
2,-17
-2,-27
-14,-40
-18,-47
-25,-51
-30,-51
-34,-44
-37,-40
-33,-41
-37,-40
-37,-35
-40,-31
-41,-26
-33,-16
-33,-9
-28,7
-29,13
-19,19
-30,31
-26,35
-29,41
-12,42
-1,47
0,48
-1,46
0,43
7,44
11,38
16,32
20,26
25,19
34,14
48,6
42,0
29,-11
33,-23
35,-32
39,-40
32,-45
33,-46
30,-52
30,-47
24,-42
25,-44
22,-46
16,-45
16,-38
13,-23
8,-14
1,-6
-3,-2
-9,2
-13,7
-21,20
-28,33
-36,45
-37,48
-35,46
-35,43
-42,46
-43,48
-36,45
-30,44
-35,45
-31,39
-33,29
-22,10
-26,2
-24,0
-20,-3
-15,-8
-10,-16
-2,-27
-1,-37
0,-53
3,-57
7,-59
12,-48
17,-40
32,-39
38,-40
44,-35
41,-30
41,-26
38,-18
35,-11
36,-2
38,12
33,19
29,26
31,36
32,45
28,56
14,44
16,42
15,42
15,46
4,42
-2,40
-10,39
-18,27
-25,23
