-703.561,0,-20,0
-397.35,0,-20,0
-404.775,0,-20,0
-412.2,0,-20,0
-138.2,0,-134.403,0
-158.667,0,-64.4953,0
23.7655,0,-57.1503,0
27.8379,0,-20,0
41.9188,0,20,0
93.2035,0,20,0
60.17,0,20,0
61.985,0,20,0
63.8,0,20,0
49.9803,0,20,0
58.6,0,20,0
44.6153,0,20,0
37.4353,0,20,0
20,0,20,0
20,0,20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-27.5947,0,-20,0
-20.625,0,-20,0
-36.2597,0,-20,0
-45.0897,0,-20,0
-54.0847,0,-27.2697,0
-47.61,0,-20,0
-48.105,0,-20,0
-48.6,0,-20,0
-33.4603,0,20,0
-25.1253,0,-20,0
-20,0,-20,0
20,0,-20,0
-20,0,-20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,-20,0
-25.9447,0,-20,0
-20,0,-20,0
-20,0,-20,0
-34.6097,0,-20,0
-27.805,0,-20,0
-27.97,0,-26.4447,0
-43.7697,0,-20,0
-37.13,0,-26.9397,0
-21.8253,0,-20,0
-28.96,0,-20,0
-29.125,0,-20,0
-20,0,20,0
-20,0,-20,0
-20,0,-20,0
-20,0,20,0
-20,0,20,0
20,0,20,0
-20,0,20,0
-20,0,20,0
20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-24.6247,0,-20,0
-20,0,-20,0
-20,0,-20,0
-33.2897,0,-26.6097,0
-26.485,0,-20,0
-42.2847,0,-20,0
-20.0103,0,-20,0
-27.145,0,-20,0
-27.31,0,-20,0
-27.475,0,20,0
-27.64,0,-20,0
-20,0,-20,0
-20,0,20,0
-20,0,-20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,-20,0
-20,0,20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-23.9647,0,-20,0
-20,0,-20,0
-20,0,-20,0
-32.6297,0,-20,0
-25.825,0,-20,0
-25.99,0,20,0
-26.155,0,-20,0
-26.32,0,-20,0
-26.485,0,-20,0
-26.65,0,20,0
-26.815,0,-20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-26.6097,0
-20,0,-20,0
-20,0,-20.3,0
-23.1397,0,-20.63,0
-20,0,-20,0
-31.8047,0,-20,0
-25,0,20,0
-25.165,0,-20,0
-25.33,0,-20,0
-25.495,0,-20,0
-20,0,-20,0
-20,0,20,0
-20,0,20,0
-20,0,20.6697,0
-20,0,-20,0
-20,0,21.1647,0
-20,0,-20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,-20,0
-20,0,-20,0
-22.1497,0,-20,0
-20,0,-20,0
-20,0,-26.4447,0
-30.8147,0,-20,0
-24.01,0,-20,0
-24.175,0,-20,0
-24.34,0,-20,0
-24.505,0,20,0
-24.67,0,-20,0
-24.835,0,-20,0
-20,0,-20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,-20,0
-20,0,-20,0
-21.4897,0,-20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-30.1547,0,-20,0
-23.35,0,-20,0
-23.515,0,20,0
-23.68,0,-20,0
-23.845,0,-20,0
-20,0,-20,0
-20,0,20,0
-20,0,20,0
-20,0,-20,0
-20,0,20,0
-20,0,20,0
-20,0,-20,0
20,0,20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-26.6097,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-20.3347,0,20,0
-20,0,-20,0
-20,0,20,0
-20,0,-20,0
-28.9997,0,-20,0
-22.195,0,20,0
-22.36,0,20,0
-22.525,0,20,0
-22.69,0,20,0
-22.855,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
20,0,20,0
-21.1597,0,20,0
20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-20.3347,0,-20,0
-20,0,-20,0
-20,0,-20,0
-20,0,20,0
-20,0,-20,0
-28.9997,0,-20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-29.1647,0,20,0
-22.36,0,20,0
-20,0,20,0
-29.4947,0,20,0
-20,0,20,0
-20,0,20,0
-1061.55,0,-993.606,0
-605.635,0,-557.94,0
-616.69,0,-568.335,0
-174.339,0,20,0
70.6762,0,90.3783,0
414.284,0,296.148,0
190.27,0,154.78,0
187.755,0,135.64,0
67.1324,0,20.8324,0
-30.322,0,-20,0
-21.6788,0,-50.6035,0
-24.2444,0,-20,0
-25.4447,0,-20,0
-49.4144,0,-30.8947,0
-51.1097,0,-39.5597,0
-59.9397,0,-32.755,0
-84.5694,0,-48.5547,0
-71.29,0,-41.915,0
-56.3153,0,-26.6103,0
-48.1453,0,-33.745,0
-55.445,0,-33.91,0
-40.1403,0,-20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
20,0,20,0
-20,0,-20,0
-20,0,20,0
-20,0,20,0
-20,0,-20,0
20,0,-20,0
20,0,-20,0
20,0,-20,0
20,0,-20,0
20,0,-20,0
20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-27.2647,0
-20,0,-20.295,0
-20,0,-20,0
-20,0,-27.0997,0
-20,0,-20.13,0
-20,0,-35.7647,0
-20,0,-44.5947,0
-20,0,-37.955,0
-24.0447,0,-38.285,0
-20,0,-38.615,0
-20,0,-38.945,0
-32.2147,0,-23.6403,0
-25.245,0,-20,0
-40.8797,0,-20,0
-49.7097,0,20,0
-58.7047,0,-20,0
-52.23,0,-20,0
-52.725,0,-20,0
-37.5853,0,-20,0
-44.885,0,-20,0
-29.5803,0,-20,0
-21.0803,0,-20,0
-28.05,0,-20,0
-28.05,0,-20,0
-20,0,-20,0
-20,0,-20,0
2022.29,0,1866.68,0
1122.37,0,1065.91,0
1166.59,0,375.514,0
40.0671,0,-283.131,0
-395.127,0,-420.214,0
-486.25,0,-353.746,0
-543.45,0,-447.867,0
-20.2379,0,-66.0961,0
122.424,0,56.0098,0
162.686,0,154.926,0
80.04,0,89.4444,0
143.569,0,107.929,0
117.34,0,48.5709,0
103.355,0,-38.9729,0
96.1753,0,-37.2541,0
73.1956,0,-48.2744,0
56.8556,0,-20,0
40.1856,0,-27.485,0
23.1856,0,20,0
20,0,-20,0
-27.4391,0,20,0
-20,0,20,0
-20,0,20.6647,0
-20,0,29.3297,0
-20,0,38.1597,0
-20,0,31.52,0
-20,0,31.85,0
-20,0,20,0
-20,0,20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-20,0,20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
20,0,20,0
-20,0,20,0
-20,0,20,0
-20,0,20,0
20,0,20,0
20,0,27.0197,0
20,0,35.8497,0
20,0,29.21,0
26.2747,0,29.54,0
20,0,29.87,0
20,0,20,0
34.9397,0,20,0
43.7697,0,-20,0
37.13,0,-20,0
37.46,0,-20.4247,0
37.79,0,-20,0
38.12,0,-20,0
38.45,0,-20,0
38.78,0,-20,0
39.11,0,-20,0
23.8053,0,-20,0
30.94,0,-20,0
20,0,20,0
22.44,0,20,0
20,0,20,0
20,0,20,0
-1800.18,0,-1789.25,0
-979.731,0,-928.532,0
-1356.61,0,-1169.15,0
-193.99,0,-136.289,0
116.03,0,203.425,0
639.623,0,525.582,0
458.346,0,293.869,0
219.313,0,381.538,0
-20,0,-20,0
-85.1058,0,-50.2411,0
-80.5132,0,-83.2276,0
-54.4947,0,-27.305,0
-63.4897,0,-42.7747,0
-57.015,0,-67.0744,0
-41.8753,0,-100.369,0
-49.175,0,-80.285,0
-33.8703,0,-49.8406,0
-41.005,0,-48.6403,0
-41.17,0,-40.3053,0
-25.7003,0,-20,0
-20,0,-20,0
20,0,20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-22.4747,0
-20,0,-20,0
-20,0,-30.4797,0
-20,0,-23.345,0
-20,0,-23.18,0
20,0,-23.015,0
20,0,-38.4847,0
20,0,-31.515,0
20,0,-47.1497,0
20,0,-40.345,0
-20,0,-71.7794,0
-20,0,-42.7003,0
-20,0,-50,0
-20,0,-34.6953,0
-20,0,-26.1953,0
-20,0,-20,0
-20,0,-20,0
-27.9247,0,20,0
-20.955,0,-20,0
-36.5897,0,-20,0
-29.785,0,-20,0
-45.5847,0,-20,0
-38.945,0,-20,0
-39.275,0,-20,0
-39.605,0,-20,0
-39.935,0,-20,0
-24.6303,0,-20,0
-31.765,0,-20,0
-31.93,0,-26.0247,0
-20,0,-20,0
-23.43,0,-20,0
-23.43,0,-20,0
-23.43,0,-34.0297,0
-23.43,0,-27.06,0
2134.16,0,1974.18,0
1195.11,0,1087.55,0
1233.51,0,1115.47,0
-470.337,0,-817.912,0
-543.159,0,-665.566,0
-702.5,0,-1008.88,0
-741.055,0,-1215.02,0
-556.937,0,-846.278,0
240.774,0,451.053,0
377.55,0,484.602,0
478.519,0,571.233,0
400.799,0,490.218,0
254.607,0,229.76,0
-43.788,0,20,0
-20,0,-104.045,0
-122.807,0,-157.377,0
-141.433,0,-144.899,0
-102.09,0,-150.599,0
-104.565,0,-61.1265,0
-107.04,0,-35.2512,0
-109.515,0,45.1579,0
-49.4512,0,90.1782,0
-20,0,64.9847,0
25.7288,0,59.17,0
28.7894,0,29.0556,0
30.4847,0,20,0
23.68,0,-20,0
23.845,0,-20,0
39.6447,0,-20,0
33.005,0,-23.3097,0
33.335,0,-32.3047,0
33.665,0,-25.83,0
20,0,-26.325,0
25.495,0,-20,0
25.66,0,20,0
20,0,-20,0
20,0,20,0
20,0,20,0
20,0,23.4747,0
20,0,20,0
20,0,20,0
20,0,20,0
-20,0,20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-20,0,-20,0
-20,0,20,0
-20,0,-20,0
-20,0,-20,0
20,0,20,0
20,0,20,0
20,0,20,0
20,0,24.7947,0
20,0,20,0
20,0,20,0
20,0,20,0
20,0,-20,0
20,0,20,0
20,0,-20,0
28.1747,0,-20,0
20,0,-23.3097,0
28.3397,0,-20,0
-2120.42,0,-1993.78,0
-812.777,0,-926.494,0
-1186.15,0,-1223.69,0
518.673,0,-113.485,0
205.857,0,253.919,0
519.305,0,298.702,0
459.222,0,223.428,0
350.871,0,304.338,0
51.2064,0,113.808,0
29.8783,0,55.9124,0
-156.77,0,-166.62,0
-69.8844,0,-72.2694,0
-72.2397,0,-105.399,0
-66.095,0,-163.323,0
-66.92,0,-114.325,0
-52.1103,0,-75.7109,0
-44.1053,0,-20,0
-35.9353,0,-20,0
-20,0,20,0
20,0,-20,0
20,0,-20,0
20,0,-20,0
20,0,-20,0
20,0,-20,0
20,0,-20,0
20,0,-20,0
20,0,-20,0
20,0,-20,0
-20,0,-20,0
