0,-1
-1,-1
-1,0
-1,0
-1,0
-1,0
0,0
0,1
0,1
0,2
1,1
1,2
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,0
1,-1
0,-1
0,-1
0,-2
-1,-2
-1,-1
-1,-1
-1,-1
-1,0
-1,0
-1,0
0,0
0,1
0,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,0
1,0
0,-1
0,-1
0,-1
0,-1
0,-1
-1,-1
-1,-1
-1,0
-1,0
-1,0
0,0
0,1
0,1
0,0
0,1
0,1
0,0
1,1
1,0
1,0
1,0
1,0
1,-1
1,-1
1,-1
1,-2
1,-2
1,-1
1,-1
0,0
0,-1
0,0
0,0
-1,0
-1,1
-1,1
-1,1
-1,1
-1,1
0,1
0,1
0,1
0,1
0,1
1,1
0,1
1,0
1,-1
1,-1
1,-1
1,-1
0,-1
0,-1
0,-1
0,0
0,0
-1,0
0,0
0,0
0,0
-1,1
-1,1
0,1
-1,1
0,1
0,1
-67,-63
-67,-63
-67,-63
-38,-25
-9,-3
26,20
27,21
27,20
19,12
9,6
5,1
3,1
2,1
0,0
-1,-1
-2,-1
-4,-2
-4,-2
-3,-1
-2,-1
-2,-1
-1,0
1,1
2,2
3,2
4,3
4,2
4,3
4,3
4,2
4,2
4,2
4,2
4,2
4,2
4,1
3,1
3,1
3,0
3,0
3,1
3,0
3,0
3,-1
2,-2
2,-2
1,-2
1,-2
1,-2
0,-1
0,0
-1,1
-2,2
-3,2
-3,2
-3,2
-2,2
-2,2
-1,2
0,2
0,2
0,2
1,2
2,1
132,121
131,122
132,77
59,14
-2,-23
-35,-35
-53,-46
-27,-26
-6,-9
6,5
6,7
10,9
10,6
9,-1
8,-4
6,-6
4,-5
2,-5
0,-3
-2,-3
-5,-1
-5,-1
-5,0
-5,1
-5,2
-5,2
-5,2
-5,1
-5,0
-5,-1
-5,-2
-5,-2
-5,-3
-4,-2
-4,-2
-4,-2
-4,-2
-4,-2
-4,-2
-3,-1
-3,-1
-3,0
-3,0
-2,0
-1,1
-1,2
-1,2
0,2
0,2
0,1
1,0
2,-1
2,-2
2,-3
2,-3
2,-3
2,-3
2,-3
2,-3
1,-2
1,-2
0,-1
0,0
-1,0
-1,0
-117,-115
-115,-110
-137,-122
-71,-60
-21,-10
35,33
48,37
38,44
19,22
5,9
-1,1
-2,1
-3,0
-3,-2
-2,-5
-2,-5
-1,-3
-1,-2
-1,-1
0,1
1,2
3,4
3,4
3,4
3,4
3,4
3,4
3,3
3,3
3,3
3,2
3,2
3,1
3,1
3,1
3,1
3,0
3,0
3,-1
3,-1
2,-3
2,-2
2,-2
2,-1
2,0
2,1
1,2
0,3
0,3
-1,3
-1,3
-2,3
-2,3
-2,3
-2,3
-2,2
-1,2
-1,2
-1,1
0,1
0,1
0,1
0,0
0,0
138,128
138,127
139,127
29,2
-25,-44
-59,-86
-76,-117
-71,-106
-17,-17
16,25
37,49
41,54
33,39
10,18
2,1
-9,-10
-15,-14
-15,-16
-15,-11
-15,-7
-15,0
-11,6
-6,7
-2,7
0,5
1,3
1,1
1,0
2,-1
2,-2
2,-3
2,-3
1,-3
1,-2
1,0
0,0
0,1
0,1
0,2
0,2
-1,2
-1,2
-2,1
-2,0
-2,-1
-2,-1
-2,-1
-2,-1
-2,0
-2,0
-2,0
-1,1
-1,1
-1,1
-1,2
-1,1
-1,1
-1,1
-1,0
0,0
0,-1
1,-1
0,-2
1,-1
-136,-128
-112,-115
-124,-127
-19,-60
8,-6
40,21
50,28
47,36
26,27
15,19
-2,1
-4,-1
-5,-4
-5,-9
-5,-8
-4,-5
-3,1
-2,3
0,6
2,5
3,5
3,5
3,5
3,5
3,5
3,4
4,4
4,4
3,4
3,3
3,2
3,2
3,1
3,0
3,0
3,0
2,-1
2,-4
2,-4
2,-3
2,-2
2,-1
2,3
2,4
1,6
1,5
1,5
0,5
0,5
0,5
-1,5
-2,5
-1,4
-2,4
-2,4
-2,3
-2,3
-2,3
-2,2
-2,2
-2,2
-1,0
-1,0
0,0
138,128
138,128
139,115
132,32
38,-54
-7,-76
-46,-76
-52,-37
-46,-3
-18,20
5,29
11,27
12,15
10,8
8,1
5,-1
2,-2
-1,-4
-8,-4
-10,-4
-10,-3
-10,-2
-10,-1
-10,-1
-9,0
-9,0
-8,1
-7,1
-6,2
-5,1
-5,1
-4,1
-4,0
-3,0
-3,0
-2,0
-2,-2
-1,-2
-1,-2
0,-2
0,-2
0,-2
1,-2
1,-1
2,0
2,-1
2,0
2,0
2,1
2,1
1,2
1,2
0,2
-1,1
-2,1
-3,0
-3,-1
-3,-1
-3,-1
-3,-2
-3,-2
-3,-2
-3,-1
-3,-1
-140,-131
-140,-131
-140,-131
-66,-90
55,28
75,56
61,39
19,9
-5,-6
-22,-13
-24,-19
-25,-17
-8,-1
-2,6
4,12
5,13
5,13
6,11
5,7
5,5
5,5
5,4
6,3
5,3
5,2
4,0
4,0
4,-1
4,-3
4,-4
4,-3
3,-1
3,2
2,3
2,5
1,5
1,5
0,4
-1,4
-1,4
-2,3
-2,3
-2,3
-2,2
-2,1
-2,1
-2,0
-1,0
-1,-1
-1,-3
-1,-4
-1,-4
-1,-2
-1,0
0,2
0,4
0,5
1,5
1,4
2,4
2,4
2,4
2,4
2,4
139,132
134,125
139,123
98,59
28,23
-11,-13
-49,-23
-49,-19
-43,-8
-14,2
-2,6
4,7
7,5
10,2
11,-5
10,-7
9,-8
6,-7
2,-6
-2,-5
-11,-3
-12,-2
-13,-2
-13,-1
-13,-1
-12,1
-11,1
-9,2
-8,1
-6,0
-4,-2
-3,-2
-3,-3
-2,-3
-1,-3
0,-3
0,-3
2,-3
3,-2
3,-2
3,-2
3,-1
3,-1
2,-1
1,0
-1,0
-5,1
-6,2
-6,3
-6,2
-6,1
-6,-1
-6,-3
-6,-3
-6,-3
-6,-3
-6,-3
-6,-3
-6,-3
-5,-2
-5,-2
-4,-1
-3,-1
-3,-1
2,-45
-114,-112
-119,-109
-135,-93
-60,-28
-17,13
26,39
43,46
33,23
15,6
1,-1
-6,-1
-7,-3
-9,-2
-9,-1
-8,0
-3,1
0,2
2,3
2,3
3,3
4,3
3,3
4,3
3,3
4,2
4,2
3,2
4,2
3,2
3,2
4,2
3,2
3,1
3,1
3,1
3,0
3,0
2,0
2,-2
2,-3
2,-3
1,-2
1,-1
0,-1
0,-1
-1,0
-2,1
-3,2
-3,3
-3,3
-3,3
-2,2
-2,3
